clinic_name,specialty,address,lat,lng,phone
新博愛診所,orthopedics,高雄市岡山區大德一路１５號１樓２樓,,,07-6215799
新博生婦產科診所,obstetrics_gynecology,臺中市大里區新芳路１１１號２－５樓,,,04-24821785
新厚生中醫診所,tcm_general,臺中市清水區中山路１２９之７號１樓,,,04-26227777
新台安診所,family_medicine,新北市汐止區新台五路１段１７８號１樓,,,02-26917810
新合骨外科診所,general_surgery,桃園市蘆竹區愛國一路８號及１０號１樓至２樓,,,03-3235845
新向牙醫診所,dentistry,新竹縣寶山鄉明湖路７６號,,,03-5209868
新和中醫診所,tcm_general,高雄市三民區明誠一路７０８號１樓,,,07-3508665
新和牙醫診所,dentistry,南投縣南投市信義街１３、１５號,,,049-2208711
新和牙醫診所,dentistry,新北市永和區永貞路３４２號１樓,,,02-29210965
新和牙醫診所,dentistry,臺北市松山區三民路７４巷１之１號（１樓）,,,02-27425199
新和牙醫診所,dentistry,高雄市梓官區中崙路２４１號,,,07-6100816
新和牙醫診所,dentistry,高雄市楠梓區後昌路２８７號,,,07-3655516
新和耳鼻喉科診所,otolaryngology,新北市新莊區幸福路６９號１樓,,,02-29938636
新和診所,family_medicine,新北市汐止區新興路３６號１樓,,,02-26918109
新和診所,general_clinic,臺北市萬華區萬大路２８４號,,,02-23077007
新品牙醫診所,dentistry,新北市板橋區龍興街１５號１樓,,,02-29606994
新善中醫診所,tcm_general,臺南市東區崇善路９０８號１樓,,,06-2906608
新喜悅牙醫診所,dentistry,臺中市潭子區福潭路９３２號１樓,,,04-25382468
新國民醫療社團法人新國民醫院,internal_medicine,桃園市中壢區復興路１５２號,,,03-4225180
新國泰牙醫診所,dentistry,苗栗縣竹南鎮中正路２０１之１號１樓,,,037-460733
新園牙醫診所,dentistry,臺南市南區新興路４９５號１樓,,,06-2649432
新園診所,general_clinic,高雄市路竹區下坑里太平路２５６號１樓,,,07-6951718
新城牙醫診所,dentistry,新北市新莊區中華路１段３７之１號（１樓）及夾層、３９號,,,02-22778921
新城牙醫診所,dentistry,臺南市新營區新南里隋唐街７３號１、２樓,,,06-6568383
新埔牙醫診所,dentistry,新北市板橋區文化路２段１７號,,,02-22519378
新埔立安診所,otolaryngology,新北市板橋區陽明街１２號（１樓）,,,02-22558699
新多多牙醫診所,dentistry,臺中市西屯區西平里文華路１３８巷１０號,,,04-27032606
新大同診所,general_surgery,臺中市大甲區中山路一段１０８９號２樓,,,04-26872116
新大牙醫診所,dentistry,基隆市信義區東明路１５９─１號,,,02-24653846
新天地牙醫診所,dentistry,高雄市鳳山區鳳林路１２１號,,,07-7025789
新太平澄清醫院,tcm_general,臺中市太平區中興路１００號,,,04-22789900
新奇美診所,obstetrics_gynecology,臺中市西區忠明路１號１、２樓,,,04-23119885
新安小兒科診所,pediatrics,新北市新莊區幸福路８０７號１樓,,,02-29903222
新安然中醫診所,tcm_general,臺中市西屯區福科路４０５號１樓,,,04-24633370
新安牙醫診所,dentistry,新北市板橋區民生路２段２１８號１樓,,,02-22590308
新安牙醫診所,dentistry,臺北市文山區辛亥路４段２３６號,,,02-29334380
新安牙醫診所,dentistry,臺南市佳里區建南里博愛街１６５號１、２樓,,,06-7215266
新安診所,general_clinic,新北市三峽區民生街３６號,,,02-26714951
新安診所,general_clinic,桃園市平鎮區中豐路２０８號１樓,,,03-4683553
新安診所,general_clinic,臺中市南區福平里南平路９１號,,,04-22613031
新宏亞診所,general_clinic,高雄市鳳山區五甲三路５７號１樓,,,07-8229340
新宏仁牙醫診所,dentistry,臺中市北屯區北屯路１８３號１樓,,,04-22343443
新宬牙醫診所,dentistry,新竹縣竹北市六家一路一段９１號１樓,,,03-6585311
新家恩診所,general_clinic,高雄市楠梓區旗楠路８８３－８號１樓,,,07-3551133
新家牙醫診所,dentistry,臺中市南區復興路二段２６之１１號１、２樓,,,04-22616098
新容皮膚科診所,dermatology,雲林縣虎尾鎮仁愛路８６號,,,05-6365756
新富診所,family_medicine,高雄市鳳山區五甲二路７１６號１樓,,,07-8218121
新富錦中醫診所,tcm_general,臺北市松山區民生東路５段２０３號,,,02-27471173
新尊榮牙醫診所,dentistry,臺北市松山區八德路４段６７４號,,,02-27686006
新岡診所,general_clinic,桃園市楊梅區成功路二二之一號一樓,,,03-4723997
新川美學牙醫診所,dentistry,臺中市沙鹿區中山路４７７之１號１樓、４７７號１、２樓,,,04-26657000
新工牙醫診所,dentistry,新竹縣湖口鄉仁和路１０７號,,,03-5979287
新市牙醫診所,dentistry,臺北市北投區新市街２７號１樓,,,02-28919098
新市鄉仁愛牙科診所,dentistry,臺南市新市區新市里光華街１８１號,,,06-5995555
新平牙醫診所,dentistry,臺中市太平區宜欣里新平路二段１６５號,,,04-22769949
新店一日誠臻牙醫診所,dentistry,新北市新店區北新路３段１４號１樓,,,02-89111260
新店京都堂中醫診所,tcm_general,新北市新店區北新路３段９４號１樓、２樓,,,02-77307305
新店六順診所,neurology,新北市新店區北新路２段１０號１樓,,,02-29125222
新店北新身心診所,psychiatry,新北市新店區北新路３段１８號１樓,,,02-29130191
新店大愛眼科診所,ophthalmology,新北市新店區北新路３段２號１、２樓,,,02-29150538
新店容光皮膚專科診所,dermatology,新北市新店區北新路２段１６０號１樓、２樓、３樓,,,02-29161660
新店建成中醫診所,tcm_general,新北市新店區永新街１３號１樓,,,02-29135522
新店榮星中醫診所,tcm_general,新北市新店區大豐路２４號,,,02-89113502
新店漢唐經方中醫診所,tcm_general,新北市新店區中興路２段２５號２樓,,,02-29110149
新店現代耳鼻喉科診所,otolaryngology,新北市新店區中央路１３７號１樓,,,02-22188811
新店現代診所,internal_medicine,新北市新店區中正路２１７號１、２樓,,,02-29134719
新店開心診所,psychiatry,新北市新店區中央路２１２號２樓,,,02-22188595
新庚診所,internal_medicine,新北市新莊區民安西路３７０號及３７０－１號１樓及３７６號２樓,,,02-22073228
新康骨科診所,orthopedics,新北市新莊區民安東路３號１樓、２樓．５號１樓、２樓,,,02-22018199
新彗婦產科診所,obstetrics_gynecology,臺中市西屯區華美西街２段１９５號１、２樓,,,04-23169451
新德中醫診所,tcm_general,桃園市中壢區新生路270號1樓,,,03-4268139
新思維牙醫診所,dentistry,臺中市潭子區中山路一段２９，３１，３３號１及２樓,,,04-25312033
新恩中醫診所,tcm_general,高雄市鳳山區鎮南街７０號１樓,,,07-8115688
新恩眼科診所,ophthalmology,新北市板橋區重慶路２１９號,,,02-29557702
新恩診所,neurology,嘉義市東區新生路５４５號１樓,,,05-2777937
新恩診所,internal_medicine,高雄市左營區博愛四路８０號１樓,,,07-3486188
新悅中醫診所,tcm_general,宜蘭縣宜蘭市中山路３段２８６號,,,03-9363313
新悅中醫診所,tcm_general,新北市淡水區英專路２１巷３０號,,,02-26290059
新悅中醫診所,tcm_general,臺北市大同區民生西路７１號１樓,,,02-25531488
新悅牙醫診所,dentistry,桃園市桃園區三民路１段１２３號１樓及２樓,,,03-3330200
新悅牙醫診所,dentistry,高雄市仁武區永仁街２號１、２、３、４樓,,,07-3725666
新悅美學牙醫診所,dentistry,新竹縣新豐鄉松林街４６號及４８號１、２樓,,,03-5576199
新悅美學牙醫診所,dentistry,高雄市三民區陽明路１０５號１、２、３樓,,,07-3928555
新悅診所,internal_medicine,臺南市新市區新和里中正路１４１號１樓,,,06-5896768
新惠安中醫診所,tcm_general,南投縣魚池鄉魚池村魚池街３６６號,,,049-2896805
新惠生醫院,general_surgery,臺中市豐原區圓環北路一段３１９號,,,04-25228792
新意中醫診所,tcm_general,新北市新店區中正路１６０號１樓及２樓,,,02-29135657
新愛兒診所,pediatrics,苗栗縣頭份市仁愛路１１１號１樓,,,037-690236
新愛牙醫診所,dentistry,臺中市北區長青里陝西路２８號１樓,,,04-22955588
新捷牙醫診所,dentistry,新竹市北區水田里水田街２１號,,,03-5313190
新文心診所,family_medicine,臺中市西屯區西平里逢甲路１１２號１Ｆ,,,04-27062660
新新牙醫診所,dentistry,桃園市楊梅區永美路２１３號,,,03-4815803
新新牙醫診所,dentistry,臺中市大里區內新街１５號１樓,,,04-24831175
新旅程復健科診所,rehabilitation,臺北市大同區民權西路２３７－７號（實際營業樓層：１樓、２樓）,,,02-25858286
新昆明醫院,internal_medicine,基隆市中正區中正路３０號,,,02-24268106
新昇中醫診所,tcm_general,臺北市中山區松江路１２３巷６之２號（實際使用樓層１、２樓）,,,02-25099055
新昌中醫診所,tcm_general,新北市板橋區府中路２４號２樓,,,02-82879885
新明牙醫診所,dentistry,新竹市東區光復路一段４３６號,,,03-5798759
新明診所,general_clinic,新北市土城區延和路１８７號１樓,,,02-22741127
新明診所,family_medicine,臺北市內湖區新明路３８６號,,,02-87921282
新明診所,family_medicine,高雄市路竹區下坑里太平路１８３之２號１樓,,,07-6953055
新時代中醫診所,tcm_general,新北市永和區林森路１０４號,,,02-22310066
新時代牙醫診所,dentistry,高雄市三民區十全二路２號１及２樓,,,07-3110660
新時代眼科診所,ophthalmology,新竹縣竹北市中正東路２０８號１樓,,,03-5531888
新時代眼科診所,ophthalmology,桃園市中壢區元化路２８號,,,03-4220377
新晨皮膚專科診所,dermatology,新北市新店區北新路２段２０１號１樓,,,02-29155158
新晨骨科診所,orthopedics,桃園市八德區介壽路１段７８１號、７８３號１樓及２樓,,,03-3637280
新晴美學牙醫診所,dentistry,桃園市桃園區國際路一段１１７０號１樓及２樓,,,03-2205347
新暘明診所,general_clinic,雲林縣四湖鄉中正路４２０號,,,05-7871595
新月牙醫診所,dentistry,新北市新莊區化成路４１１號１樓、４１３號１樓,,,02-85222111
新月牙醫診所,dentistry,臺中市西屯區青海路二段３２０號１樓、夾層,,,04-24527900
新朝診所,internal_medicine,新竹市北區台溪里林森路299號,,,03-5261718
新東京牙醫診所,dentistry,臺北市內湖區成功路４段２號２樓,,,02-25113326
新東平診所,general_clinic,臺北市萬華區東園街１６２號,,,02-23039055
新東牙醫診所,dentistry,臺北市松山區新東街１１巷１５－１號１樓,,,02-27616182
新板婦產科診所,obstetrics_gynecology,新北市板橋區文化路二段２９３號５樓,,,02-22517333
新板耀美牙醫診所,dentistry,新北市板橋區文化路１段８５號１、２樓,,,02-22710777
新林牙醫診所,dentistry,新北市林口區文化三路１段２３９號１、２樓,,,02-26090901
新林牙醫診所,dentistry,臺北市大同區哈密街１１３號,,,02-25923254
新柏氏病理中心,pathology,新北市中和區中山路２段３４８巷８號５樓,,,02-22426878
新格牙醫診所,dentistry,新北市中和區自立路１８１號,,,02-29499230
新格牙醫診所,dentistry,桃園市八德區介壽路一段926號,,,03-3669168
新格牙醫診所,dentistry,臺南市東區圍下里東榮街５９－１號１樓,,,06-2357197
新格牙醫診所,dentistry,臺南市永康區崑山里大灣路９８６號,,,06-2716871
新桐中醫診所,tcm_general,新竹市東區三民里民族路３７號1樓,,,03-5355152
新楊梅診所,psychiatry,桃園市楊梅區環東路４７６號１、２樓,,,03-4856530
新榮盛中醫診所,tcm_general,新北市板橋區國光路１８５號,,,02-29669065
新樹聯合牙醫診所,dentistry,新北市新莊區建安街９０號１樓,,,02-22028002
新欣牙醫診所,dentistry,臺中市大里區塗城路８２０、８２２及８２４號,,,04-24939922
新欣牙醫診所,dentistry,臺北市中正區濟南路２段６５號２樓,,,02-23417513
新欣牙醫診所,dentistry,臺南市中西區西和路３７號１樓,,,06-3505754
新欣牙醫診所,dentistry,臺南市新化區東榮里復興街２８３號,,,06-5907985
新正薪醫院,pediatrics,高雄市前鎮區一心一路２３３號１－４樓,,,07-9705335
新民中醫診所,tcm_general,嘉義市西區垂楊里新民路７０３號２樓,,,05-2837170
新民牙醫診所,dentistry,嘉義市西區垂楊里新民路８３８號,,,05-2851179
新民牙醫診所,dentistry,臺北市士林區華齡街１４號１樓,,,02-28815897
新民診所,general_clinic,嘉義市西區新民路７０１．７０３號,,,05-2838257
新永和醫院,internal_medicine,桃園市平鎮區延平路一段８１號,,,03-4220606
新泰牙醫診所,dentistry,臺南市新營區東興路２９１號１樓,,,06-6335522
新泰綜合醫院,pediatrics,新北市新莊區新樹路１７６號,,,02-29962121
新洋牙醫診所,dentistry,臺北市南港區東新街８０巷１４弄１號１樓,,,02-2653-3859
新活力診所,psychiatry,臺中市沙鹿區中山路４９３之２號１樓,,,04-26622395
新浥診所,general_surgery,新北市淡水區新市一路１段１７２號１樓及夾層,,,02-26237357
新海美學牙醫診所,dentistry,臺中市清水區五權路５９號之１、之２,,,04-26282055
新港牙醫診所,family_dentistry,嘉義縣新港鄉宮後街１７之２號１樓,,,05-3747980
新港診所,general_clinic,臺東縣成功鎮中華路３３號,,,089-850313
新漾診所,general_clinic,臺中市南區復興路２段１５５－５號１樓,,,04-22220533
新潔明牙醫診所,dentistry,桃園市桃園區中正路１０８０號３樓,,,03-3550099
新珉牙醫診所,dentistry,高雄市左營區曾子路１９號１樓,,,07-3470016
新現代牙醫診所,dentistry,彰化縣秀水鄉安東村中山路３１０號,,,04-7681174
新現代牙醫診所,dentistry,臺北市中山區南京東路１段３４號３樓,,,02-25641525
新瑞牙醫診所,dentistry,新竹縣竹北市光明九路13號及15號1樓,,,03-5550858
新生中醫診所,tcm_general,臺北市中山區興安街９１號,,,02-25178068
新生中醫診所,tcm_general,雲林縣斗六市六合街９７號,,,05-5338006
新生堂中醫診所,tcm_general,新北市中和區新生街１４２號１樓,,,02-32348277
新生活復健科診所,rehabilitation,新北市三重區重陽路２段６５號１樓２樓３樓及６７號１樓２樓３樓,,,02-29877567
新生牙醫診所,dentistry,嘉義市西區義昌里民生北路９７號１樓,,,05-2291298
新生牙醫診所,dentistry,彰化縣員林市和平里靜修路４８–５號,,,04-8321186
新生牙醫診所,dentistry,桃園市中壢區新生路３０１號,,,03-4277289
新生牙醫診所,dentistry,臺中市南區國光里仁和路２７５號,,,04-22875153
新生牙醫診所,dentistry,高雄市鼓山區忠正里西藏街２８０號,,,07-5332810
新生診所,family_medicine,彰化縣田中鎮北路里新生街１３２號１樓,,,04-8762268
新生診所,general_clinic,臺南市白河區白河里中正路３４號１樓,,,06-6852246
新生診所,family_medicine,高雄市前鎮區中山二路２３８號,,,07-3340129
新田牙醫診所,dentistry,桃園市桃園區同德十街３９號,,,03-3012898
新田牙醫診所,dentistry,高雄市新興區林森一路１８９號１－３樓,,,07-2357299
新田診所,general_clinic,臺北市萬華區梧州街６２號１樓,,,02-23089515
新田身心診所,psychiatry,桃園市龜山區復興一路２１２巷２５號,,,03-3187760
新田身心診所,psychiatry,臺北市中山區復興北路３４４號２樓,,,02-25000301
新當代牙醫診所,dentistry,桃園市中壢區民權路175、177號1-2樓,,,03-4013176
新發中醫診所,tcm_general,高雄市楠梓區旗楠路７２６號,,,07-3513437
新益牙醫診所,dentistry,新北市新店區北宜路１段５６號１樓,,,02-29188647
新眼光眼科診所,ophthalmology,嘉義市西區興業西路１３４號１樓,,,05-2838989
新眼光眼科診所,ophthalmology,新北市新店區北新路２段１４號,,,02-29135353
新眼光眼科診所,ophthalmology,臺北市信義區忠孝東路５段５０８之１號及５１８號,,,02-23460266
新石津診所,general_clinic,高雄市鳳山區自強二路１１２號,,,07-7682288
新社上品牙醫診所,dentistry,臺中市新社區中和街五段２５號１、２樓,,,04-25820040
新社廣濟中醫診所,tcm_general,臺中市新社區中和街四段８８號１樓,,,04-25823277
新社華崴牙醫診所,dentistry,臺中市新社區中和街四段９７號１樓、２樓,,,04-25826969
新祐小兒科診所,pediatrics,臺南市新市區大營里大營１３０號之１０,,,06-5999129
新神岡復健科診所,rehabilitation,臺中市神岡區中山路８６７號１、２樓,,,04-25632888
新福安中醫診所,tcm_general,新北市新店區光明街６４號１樓,,,02-29105657
新福星診所,internal_medicine,新北市中和區中正路７７８之１號１樓及７８０之１號１樓,,,02-22221327
新福診所,internal_medicine,臺中市太平區新福十街１－１號之１，１、２、３、４樓,,,04-23952945
新禾牙醫診所,dentistry,臺北市大安區仁愛路３段４９號、４９號地下一層、４９號之１,,,02-27720750
新禾美學牙醫診所,dentistry,高雄市鳳山區過埤里過勇路１０５號１－２樓,,,07-7969601
新禾診所,family_medicine,新北市三峽區學成路２３５號１樓,,,02-86716866
新程牙醫診所,dentistry,彰化縣彰化市文化里中民街６４號,,,04-7244531
新立中醫診所,tcm_general,新北市蘆洲區中山二路４６巷１３號,,,02-22817900
新竹市北區衛生所,general_clinic,新竹市北區國華街六十九號一樓,,,03-5353969
新竹市東區衛生所,general_clinic,新竹市東區民族路４０之２號,,,03-5236158
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興,tcm_general,新竹市東區建功里建功二路２８號,,,03-5719999
新竹市香山衛生所,general_clinic,新竹市香山區牛埔里育德街１８８號２樓,,,03-5388109
新竹榮民之家醫務室,general_clinic,新竹市北區崧嶺路５７巷４１號,,,03-5213292
新竹科學工業園區員工診所,general_clinic,新竹市東區科園里工業東二路２號,,,03-6669996
新竹縣五峰鄉衛生所,general_surgery,新竹縣五峰鄉大隘村六鄰９９號,,,03-5851005
新竹縣北埔鄉衛生所,general_clinic,新竹縣北埔鄉北埔街９０號,,,03-5801677
新竹縣寶山鄉衛生所,family_medicine,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,,,03-5292106
新竹縣尖石鄉衛生所,general_surgery,新竹縣尖石鄉嘉樂村２鄰６１號,,,03-5842356
新竹縣峨眉鄉衛生所,family_medicine,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,,,03-5800314
新竹縣新埔鎮衛生所,family_medicine,新竹縣新埔鎮田新里福德街５３５號,,,03-5882017
新竹縣新豐鄉衛生所,general_clinic,新竹縣新豐鄉重興村萃豐路２１號,,,03-5591150
新竹縣橫山鄉衛生所,general_clinic,新竹縣橫山鄉大肚村３鄰新興街１４１巷１０號,,,03-5932004
新竹縣湖口鄉衛生所,general_clinic,新竹縣湖口鄉達生路５０６號,,,03-5992654
新竹縣竹北市衛生所,general_clinic,新竹縣竹北市光明二街８９號,,,03-5533381
新竹縣竹東鎮衛生所,internal_medicine,新竹縣竹東鎮中正路２２１號,,,03-5943566
新竹縣芎林鄉衛生所,general_clinic,新竹縣芎林鄉文山路５３２號,,,03-5924787
新竹縣關西鎮衛生所,general_clinic,新竹縣關西鎮中山路２０７號,,,03-5872454
新竹諾貝爾眼科診所,ophthalmology,新竹縣竹北市光明六路東一段３０２號１、２樓,,,03-6579000
新竹風澤中醫診所,tcm_general,新竹市東區民族路１５７號１樓,,,03-5335658
新笙聯合診所,internal_medicine,臺中市中區民權路１００號１．３．４Ｆ,,,04-22226166
新綠牙醫診所,dentistry,新竹縣竹北市文興路一段１８８號１、２樓,,,03-6588101
新維恩牙醫診所,dentistry,新北市永和區民權路８４號１、２樓,,,02-86682727
新維牙醫診所,dentistry,屏東縣屏東市民生路１８０號,,,08-7335795
新緻美學牙醫診所,dentistry,臺北市大同區承德路１段８號５樓之２,,,02-25560689
新美佳牙醫診所,dentistry,臺中市北屯區昌平東六路２３７號１樓,,,04-24223608
新美學牙醫診所,dentistry,新竹市東區新莊里關新路19巷5號,,,03-6668610
新美牙醫診所,dentistry,屏東縣高樹鄉高樹村南興路１４１號,,,08-7965330
新美牙醫診所,dentistry,臺中市大里區東昇里益民路一段７４號,,,04-24853680
新美牙醫診所,dentistry,臺南市永康區中山路２２３號,,,06-2037792
新美診所,general_clinic,新竹市香山區香山里大庄路106號,,,03-5301548
新聖明診所,general_clinic,高雄市鼓山區鼓山三路５２號１、２樓,,,07-5313755
新興小兒科診所,pediatrics,南投縣埔里鎮中山路二段１３５－１號１樓,,,049-2421280
新興醫療社團法人新興醫院,internal_medicine,臺南市新營區中興路１０號,,,06-6330011
新芳牙醫診所,dentistry,桃園市楊梅區新農街９號１樓,,,03-4780808
新芽牙醫診所,dentistry,臺北市中正區仁愛路２段９２巷７號２樓,,,02-23410181
新苑牙醫診所,dentistry,臺北市大安區和平東路２段２６５巷１２號,,,02-27097038
新苑牙醫診所,dentistry,苗栗縣苑裡鎮中山路298號1樓,,,037-857055
新英格蘭診所,general_clinic,臺北市中山區松江路３９６號１樓,,,02-25966008
新英診所,pediatrics,新北市鶯歌區鶯桃路５６９號１樓,,,02-26787790
新莊光華風澤中醫診所,tcm_general,新北市新莊區龍安路５０３號１樓,,,02-22067036
新莊大愛眼科診所,ophthalmology,新北市新莊區中正路３３３號１至２樓,,,02-82015050
新莊實和復健診所,rehabilitation,新北市新莊區昌隆街２３、２５號１、２樓,,,02-22766200
新莊尚品牙醫診所,dentistry,新北市新莊區復興路２段４５、４７號,,,02-29980898
新莊徐耳鼻喉科診所,otolaryngology,新北市新莊區中平路３７３號１樓,,,02-29907505
新莊惠欣婦產科小兒科診所,pediatrics,新北市新莊區建中街７２－１號１、２、３、４樓,,,02-29902299
新莊新仁診所,internal_medicine,新北市新莊區中正路３８７號５－６樓及３８９號６樓,,,02-82010680
新莊易元堂中醫診所,tcm_general,新北市新莊區幸福路６８０號１樓,,,02-29936199
新莊江翠中醫診所,tcm_general,新北市新莊區新泰路１００號１樓,,,02-29900775
新莊活力復健診所,rehabilitation,新北市新莊區民安西路１６５號、１６７號、１６９號１樓,,,02-22022277
新莊睛彩眼科診所,ophthalmology,新北市新莊區富國路１７號１樓,,,02-29013132
新莊翰林眼科診所,ophthalmology,新北市新莊區幸福路５２５號,,,02-22761010
新莊至善診所,family_medicine,新北市新莊區公園路５８號１樓,,,02-29943101
新莊英仁醫院,general_clinic,新北市新莊區大觀街４６－２號,,,02-29916363
新莊葉自強診所,family_medicine,新北市新莊區新泰路５２號（１樓）,,,02-29941111
新莊謝牙醫診所,dentistry,新北市新莊區昌隆街２１號,,,02-29967268
新莊軒琪診所,family_medicine,新北市新莊區富國路１５號１樓、２樓,,,02-29072366
新莊雲天牙醫診所,dentistry,新北市新莊區中榮街１１２號１樓,,,02-29989112
新莊高美泌尿科診所,urology,新北市新莊區幸福路５０９號１樓,,,02-29910999
新菩提醫院,internal_medicine,臺中市大里區中興路２段６２１號,,,04-24829966
新華南牙醫診所,dentistry,臺北市松山區延吉街２６號,,,02-25775255
新華牙醫診所,dentistry,新北市新莊區公園路７７號,,,02-22760898
新華牙醫診所,dentistry,臺中市北屯區梅川東路五段２９６號１樓及２樓,,,04-22473558
新華田內科診所,internal_medicine,高雄市鳳山區曹公路16-4號,,,07-7999128
新華醫院,internal_medicine,高雄市新興區七賢二路９７號地下１層，地上１至４層,,,07-2876080
新藝牙醫診所,dentistry,臺南市安平區華平里慶平路４６３號１、２樓,,,06-2970888
新螺安診所,internal_medicine,雲林縣西螺鎮中興里中山路５４８號１樓,,,05-5865566
新視界眼科診所,ophthalmology,桃園市八德區介壽路一段886號1樓,,,03-2180100
新視界眼科診所,ophthalmology,高雄市林園區林園北路２８４號,,,07-6466119
新視界診所,general_clinic,新北市三重區三民街２５７號１樓,,,02-89851020
新詠康診所,rehabilitation,臺北市信義區忠孝東路５段２４２號３樓、２４４號３樓,,,02-27582678
新豐上允耳鼻喉科診所,otolaryngology,新竹縣新豐鄉明新二街１０９號１樓,,,03-5571011
新豐杏子中醫診所,tcm_general,基隆市中正區新豐街３７５號,,,02-24690599
新豐牙醫診所,dentistry,基隆市中正區新豐街３２３巷１９號,,,02-24690701
新豐美婦產科診所,obstetrics_gynecology,臺南市歸仁區許厝里中山路一段３２４號１樓,,,06-2396258
新象牙醫診所,dentistry,新北市泰山區明志路２段３４４號２樓,,,02-29089202
新象牙醫診所,dentistry,臺北市大安區和平東路２段１１１號２樓,,,02-27086420
新象牙醫診所,dentistry,臺南市永康區中灣里大灣路１８０號,,,06-2724910
新象眼科診所,ophthalmology,新北市板橋區文化路２段３９４號,,,02-82583730
新超群牙醫診所,dentistry,新北市新莊區復興路２段１２２號,,,02-29938686
新逢甲婦產科診所,obstetrics_gynecology,臺中市西屯區逢甲里河南路二段３９０號１．２樓,,,04-24517466
新達骨科診所,orthopedics,高雄市前金區七賢二路４１５號１－２樓,,,07-2151600
新邁牙醫診所,dentistry,高雄市鳳山區鳳甲路４７０之１號１．２樓,,,07-7929999
新采牙醫診所,dentistry,新北市新店區中興路１段２６６－３號１樓,,,02-86655812
新銳牙醫診所,dentistry,臺中市南屯區大墩路５９０號及５９２號（１樓、夾層、２樓）,,,04-23192009
新鑫耳鼻喉科診所,otolaryngology,臺北市大安區師大路１０５巷１３號１樓,,,02-23621201
新長安診所,general_clinic,臺北市大安區和平東路３段２２８巷３９號,,,02-23775056
新長庚中醫診所,tcm_general,臺北市士林區大東路１７６號,,,02-28837876
新長榮牙醫診所,dentistry,苗栗縣苑裡鎮大同路２２號１樓,,,037-857666
新長鴻牙醫診所,dentistry,臺中市南區臺中路１５０號１樓,,,04-22852000
新閱牙醫診所,dentistry,屏東縣新園鄉仙吉路２１１號２Ｆ,,,08-8686033
新陳牙醫診所,dentistry,臺中市東勢區南平里本街１８７號,,,04-25876200
新陽明中醫診所,tcm_general,臺中市北區五權路２３２號６樓,,,04-22027000
新陽明診所,ophthalmology,臺中市北區五權路２３２號１、２、３、４樓,,,04-22027000
新隆中醫診所,tcm_general,桃園市中壢區福德路１２號１樓、２樓,,,03-4551486
新隆豐牙醫診所,dentistry,桃園市中壢區龍東路２３號１樓、２樓,,,03-4367671
新雅牙醫診所,dentistry,基隆市中正區祥豐街１１號,,,02-24620128
新雅牙醫診所,dentistry,彰化縣彰化市曉陽路１３０號,,,04-7277565
新雅牙醫診所,dentistry,新北市中和區忠孝街９９號,,,02-29408432
新雨牙醫診所,dentistry,臺中市南屯區南屯里黎明路一段１１３７號,,,04-23810332
新馬偕婦產科診所,obstetrics_gynecology,臺中市北區頂厝里漢口路四段３２０號,,,04-22373822
新高牙醫診所,dentistry,彰化縣彰化市光華里中華路１３８號,,,04-7283379
新高醫院,internal_medicine,高雄市三民區莊敬路２８８號１-９樓,,,07-3828814
新高鳳醫院,family_medicine,高雄市鳳山區光遠路３６０號１－７樓,,,07-7472320
新鴻牙醫診所,dentistry,臺南市新市區三舍里大順三路１２５號１樓,,,06-5055888
新鴻遠診所,internal_medicine,高雄市苓雅區建國一路１１３－２號１樓,,,07-7229860
新黃診所,general_clinic,屏東縣潮州鎮信義路５３號,,,08-7881872
新鼎牙醫診所,dentistry,臺北市士林區天母西路１１號２樓,,,02-28717700
方一強眼科診所,ophthalmology,臺北市松山區民生東路４段１０１號２樓,,,02-87126815
方世統診所,internal_medicine,雲林縣虎尾鎮中正路３２５號,,,05-6312228
方世錝婦產科診所,obstetrics_gynecology,臺南市中西區民生路一段１１１號,,,06-2266592
方仁牙醫診所,dentistry,臺北市北投區自強街１３０號,,,02-28235457
方內科診所,internal_medicine,臺中市西屯區逢甲里河南路二段３６４號,,,04-24510685
方圓牙醫診所,dentistry,臺中市沙鹿區中山路４００之１號１樓、２樓及３樓,,,04-26624396
方圓牙醫診所,dentistry,臺北市北投區石牌路２段４５號２樓,,,02-28224814
方壽康牙醫診所,dentistry,高雄市三民區明賢街７１–７３號１Ｆ,,,07-3497265
方崇名婦產科診所,obstetrics_gynecology,臺南市北區公園路６１９號,,,06-2810123
方德涵診所,pediatrics,臺中市北屯區太順路８２號１樓,,,04-24369555
方振崑眼科診所,ophthalmology,臺南市新市區新市里中正路３１９之２號,,,06-5990172
方晨瑋診所,general_clinic,屏東縣九如鄉九塊村九如路二段３５號１樓,,,08-7393914
方景立婦產科診所,obstetrics_gynecology,桃園市大園區華興路６９號,,,03-3850966
方永昌小兒科診所,pediatrics,臺南市仁德區仁義里中山路２７１號１、２樓,,,06-2707755
方淑菁診所,family_medicine,澎湖縣馬公市縣府新村２２號,,,06-9260898
方濟中醫診所,tcm_general,桃園市中壢區中山東路三段246號,,,03-4562968
方牙醫診所,dentistry,臺南市中區白金里忠義路２段１６８號,,,06-2225700
方眼科診所,ophthalmology,臺東縣臺東市中山路２３０號,,,089-332659
