clinic_name,address,phone,specialties
新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,02-26617200,不分科;外科;家醫科;牙科
新北市瑞芳區衛生所,新北市瑞芳區明燈路３段１號,02-24972132,不分科;牙科
新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,02-26631325,不分科
新北市石門區衛生所,新北市石門區中山路２８－１號,02-26381007,不分科;兒科
新北市立土城醫院（委託長庚醫療財團法人興建經營）,新北市土城區金城路２段６號,02-22630588,不分科;中醫一般科;兒科;兒童牙科;內科;外科;婦產科;家庭牙醫科;家醫科;復健科;急診醫學科;放射腫瘤科;放射診斷科;整形外科;核子醫學科;泌尿科;牙周病科;牙科;皮膚科;眼科;神經外科;神經科;精神科;耳鼻喉科;職業醫學科;解剖病理科;贋復補綴牙科;骨科;麻醉科;齒顎矯正科
新北市立聯合醫院,新北市三重區新北大道１段３號、３之１號、板橋區英士路１９８號,02-29829111,中醫一般科;兒科;內科;外科;婦產科;家醫科;復健科;急診醫學科;放射診斷科;整形外科;核子醫學科;泌尿科;牙科;病理科;皮膚科;眼科;神經外科;神經科;精神科;耳鼻喉科;解剖病理科;骨科;麻醉科
新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,02-24921117,家醫科
新北市蘆洲區衛生所,新北市蘆洲區中央路５８號,02-22812011,不分科
新北市貢寮區衛生所,新北市貢寮區仁愛路１２８號,02-24901431,不分科
新北市金山區衛生所,新北市金山區民生路５９號,02-24984807,家醫科
新北市雙溪區衛生所,新北市雙溪區新基南街１８號,02-24931211,不分科;牙科
新北市鶯歌區衛生所,新北市鶯歌區文化路３８９號,02-26702304,家醫科
新協合聯合診所,南投縣南投市三和二路１０５號,049-2222116,內科;外科
新南大中醫診所,宜蘭縣宜蘭市宜興路１段８９、９１號１樓,03-9355007,中醫一般科
新博愛診所,高雄市岡山區大德一路１５號１樓２樓,07-6215799,骨科
新博生婦產科診所,臺中市大里區新芳路１１１號２－５樓,04-24821785,婦產科
新厚生中醫診所,臺中市清水區中山路１２９之７號１樓,04-26227777,中醫一般科
新台安診所,新北市汐止區新台五路１段１７８號１樓,02-26917810,家醫科
新合骨外科診所,桃園市蘆竹區愛國一路８號及１０號１樓至２樓,03-3235845,外科;骨科
新向牙醫診所,新竹縣寶山鄉明湖路７６號,03-5209868,牙科
新和中醫診所,高雄市三民區明誠一路７０８號１樓,07-3508665,中醫一般科
新和牙醫診所,南投縣南投市信義街１３、１５號,049-2208711,牙科
新和牙醫診所,新北市永和區永貞路３４２號１樓,02-29210965,牙科
新和牙醫診所,臺北市松山區三民路７４巷１之１號（１樓）,02-27425199,牙科
新和牙醫診所,高雄市梓官區中崙路２４１號,07-6100816,牙科
新和牙醫診所,高雄市楠梓區後昌路２８７號,07-3655516,牙科
新和耳鼻喉科診所,新北市新莊區幸福路６９號１樓,02-29938636,耳鼻喉科
新和診所,新北市汐止區新興路３６號１樓,02-26918109,家醫科
新和診所,臺北市萬華區萬大路２８４號,02-23077007,不分科
新品牙醫診所,新北市板橋區龍興街１５號１樓,02-29606994,牙科
新善中醫診所,臺南市東區崇善路９０８號１樓,06-2906608,中醫一般科
新喜悅牙醫診所,臺中市潭子區福潭路９３２號１樓,04-25382468,牙科
新國民醫療社團法人新國民醫院,桃園市中壢區復興路１５２號,03-4225180,內科;外科;家醫科;復健科;放射診斷科;泌尿科;骨科;麻醉科
新國泰牙醫診所,苗栗縣竹南鎮中正路２０１之１號１樓,037-460733,牙科
新園牙醫診所,臺南市南區新興路４９５號１樓,06-2649432,牙科
新園診所,高雄市路竹區下坑里太平路２５６號１樓,07-6951718,不分科
新城牙醫診所,新北市新莊區中華路１段３７之１號（１樓）及夾層、３９號,02-22778921,牙科
新城牙醫診所,臺南市新營區新南里隋唐街７３號１、２樓,06-6568383,牙科
新埔牙醫診所,新北市板橋區文化路２段１７號,02-22519378,牙科
新埔立安診所,新北市板橋區陽明街１２號（１樓）,02-22558699,耳鼻喉科
新多多牙醫診所,臺中市西屯區西平里文華路１３８巷１０號,04-27032606,牙科
新大同診所,臺中市大甲區中山路一段１０８９號２樓,04-26872116,外科
新大牙醫診所,基隆市信義區東明路１５９─１號,02-24653846,牙科
新天地牙醫診所,高雄市鳳山區鳳林路１２１號,07-7025789,牙科
新太平澄清醫院,臺中市太平區中興路１００號,04-22789900,中醫一般科;內科;外科;復健科;耳鼻喉科;麻醉科
新奇美診所,臺中市西區忠明路１號１、２樓,04-23119885,婦產科;家醫科
新安小兒科診所,新北市新莊區幸福路８０７號１樓,02-29903222,兒科
新安然中醫診所,臺中市西屯區福科路４０５號１樓,04-24633370,中醫一般科
新安牙醫診所,新北市板橋區民生路２段２１８號１樓,02-22590308,牙科
新安牙醫診所,臺北市文山區辛亥路４段２３６號,02-29334380,牙科
新安牙醫診所,臺南市佳里區建南里博愛街１６５號１、２樓,06-7215266,牙科
新安診所,新北市三峽區民生街３６號,02-26714951,不分科
新安診所,桃園市平鎮區中豐路２０８號１樓,03-4683553,不分科
新安診所,臺中市南區福平里南平路９１號,04-22613031,不分科
新宏亞診所,高雄市鳳山區五甲三路５７號１樓,07-8229340,不分科
新宏仁牙醫診所,臺中市北屯區北屯路１８３號１樓,04-22343443,牙科
新宬牙醫診所,新竹縣竹北市六家一路一段９１號１樓,03-6585311,牙科
新家恩診所,高雄市楠梓區旗楠路８８３－８號１樓,07-3551133,不分科
新家牙醫診所,臺中市南區復興路二段２６之１１號１、２樓,04-22616098,牙科
新容皮膚科診所,雲林縣虎尾鎮仁愛路８６號,05-6365756,皮膚科
新富診所,高雄市鳳山區五甲二路７１６號１樓,07-8218121,家醫科
新富錦中醫診所,臺北市松山區民生東路５段２０３號,02-27471173,中醫一般科
新尊榮牙醫診所,臺北市松山區八德路４段６７４號,02-27686006,牙科
新岡診所,桃園市楊梅區成功路二二之一號一樓,03-4723997,不分科
新川美學牙醫診所,臺中市沙鹿區中山路４７７之１號１樓、４７７號１、２樓,04-26657000,牙科
新工牙醫診所,新竹縣湖口鄉仁和路１０７號,03-5979287,牙科
新市牙醫診所,臺北市北投區新市街２７號１樓,02-28919098,牙科
新市鄉仁愛牙科診所,臺南市新市區新市里光華街１８１號,06-5995555,牙科
新平牙醫診所,臺中市太平區宜欣里新平路二段１６５號,04-22769949,牙科
新店一日誠臻牙醫診所,新北市新店區北新路３段１４號１樓,02-89111260,牙科
新店京都堂中醫診所,新北市新店區北新路３段９４號１樓、２樓,02-77307305,中醫一般科
新店六順診所,新北市新店區北新路２段１０號１樓,02-29125222,神經科
新店北新身心診所,新北市新店區北新路３段１８號１樓,02-29130191,精神科
新店大愛眼科診所,新北市新店區北新路３段２號１、２樓,02-29150538,眼科
新店容光皮膚專科診所,新北市新店區北新路２段１６０號１樓、２樓、３樓,02-29161660,皮膚科
新店建成中醫診所,新北市新店區永新街１３號１樓,02-29135522,中醫一般科
新店榮星中醫診所,新北市新店區大豐路２４號,02-89113502,中醫一般科
新店漢唐經方中醫診所,新北市新店區中興路２段２５號２樓,02-29110149,中醫一般科
新店現代耳鼻喉科診所,新北市新店區中央路１３７號１樓,02-22188811,耳鼻喉科
新店現代診所,新北市新店區中正路２１７號１、２樓,02-29134719,內科
新店開心診所,新北市新店區中央路２１２號２樓,02-22188595,精神科
新庚診所,新北市新莊區民安西路３７０號及３７０－１號１樓及３７６號２樓,02-22073228,內科
新康骨科診所,新北市新莊區民安東路３號１樓、２樓．５號１樓、２樓,02-22018199,骨科
新彗婦產科診所,臺中市西屯區華美西街２段１９５號１、２樓,04-23169451,婦產科
新德中醫診所,桃園市中壢區新生路270號1樓,03-4268139,中醫一般科
新思維牙醫診所,臺中市潭子區中山路一段２９，３１，３３號１及２樓,04-25312033,牙科
新恩中醫診所,高雄市鳳山區鎮南街７０號１樓,07-8115688,中醫一般科
新恩眼科診所,新北市板橋區重慶路２１９號,02-29557702,眼科
新恩診所,嘉義市東區新生路５４５號１樓,05-2777937,神經科
新恩診所,高雄市左營區博愛四路８０號１樓,07-3486188,內科
新悅中醫診所,宜蘭縣宜蘭市中山路３段２８６號,03-9363313,中醫一般科
新悅中醫診所,新北市淡水區英專路２１巷３０號,02-26290059,中醫一般科
新悅中醫診所,臺北市大同區民生西路７１號１樓,02-25531488,中醫一般科
新悅牙醫診所,桃園市桃園區三民路１段１２３號１樓及２樓,03-3330200,牙科
新悅牙醫診所,高雄市仁武區永仁街２號１、２、３、４樓,07-3725666,牙科
新悅美學牙醫診所,新竹縣新豐鄉松林街４６號及４８號１、２樓,03-5576199,牙科
新悅美學牙醫診所,高雄市三民區陽明路１０５號１、２、３樓,07-3928555,牙科
新悅診所,臺南市新市區新和里中正路１４１號１樓,06-5896768,內科
新惠安中醫診所,南投縣魚池鄉魚池村魚池街３６６號,049-2896805,中醫一般科
新惠生醫院,臺中市豐原區圓環北路一段３１９號,04-25228792,外科;婦產科
新意中醫診所,新北市新店區中正路１６０號１樓及２樓,02-29135657,中醫一般科
新愛兒診所,苗栗縣頭份市仁愛路１１１號１樓,037-690236,兒科;婦產科
新愛牙醫診所,臺中市北區長青里陝西路２８號１樓,04-22955588,牙科
新捷牙醫診所,新竹市北區水田里水田街２１號,03-5313190,牙科
新文心診所,臺中市西屯區西平里逢甲路１１２號１Ｆ,04-27062660,家醫科
新新牙醫診所,桃園市楊梅區永美路２１３號,03-4815803,牙科
新新牙醫診所,臺中市大里區內新街１５號１樓,04-24831175,牙科
新旅程復健科診所,臺北市大同區民權西路２３７－７號（實際營業樓層：１樓、２樓）,02-25858286,復健科
新昆明醫院,基隆市中正區中正路３０號,02-24268106,內科;外科;婦產科;骨科
新昇中醫診所,臺北市中山區松江路１２３巷６之２號（實際使用樓層１、２樓）,02-25099055,中醫一般科
新昌中醫診所,新北市板橋區府中路２４號２樓,02-82879885,中醫一般科
新明牙醫診所,新竹市東區光復路一段４３６號,03-5798759,牙科
新明診所,新北市土城區延和路１８７號１樓,02-22741127,不分科
新明診所,臺北市內湖區新明路３８６號,02-87921282,家醫科
新明診所,高雄市路竹區下坑里太平路１８３之２號１樓,07-6953055,家醫科
新時代中醫診所,新北市永和區林森路１０４號,02-22310066,中醫一般科
新時代牙醫診所,高雄市三民區十全二路２號１及２樓,07-3110660,牙科
新時代眼科診所,新竹縣竹北市中正東路２０８號１樓,03-5531888,眼科
新時代眼科診所,桃園市中壢區元化路２８號,03-4220377,眼科
新晨皮膚專科診所,新北市新店區北新路２段２０１號１樓,02-29155158,皮膚科
新晨骨科診所,桃園市八德區介壽路１段７８１號、７８３號１樓及２樓,03-3637280,骨科
新晴美學牙醫診所,桃園市桃園區國際路一段１１７０號１樓及２樓,03-2205347,牙科
新暘明診所,雲林縣四湖鄉中正路４２０號,05-7871595,不分科
新月牙醫診所,新北市新莊區化成路４１１號１樓、４１３號１樓,02-85222111,牙科
新月牙醫診所,臺中市西屯區青海路二段３２０號１樓、夾層,04-24527900,牙科
新朝診所,新竹市北區台溪里林森路299號,03-5261718,內科;復健科
新東京牙醫診所,臺北市內湖區成功路４段２號２樓,02-25113326,牙科
新東平診所,臺北市萬華區東園街１６２號,02-23039055,不分科
新東牙醫診所,臺北市松山區新東街１１巷１５－１號１樓,02-27616182,牙科
新板婦產科診所,新北市板橋區文化路二段２９３號５樓,02-22517333,婦產科
新板耀美牙醫診所,新北市板橋區文化路１段８５號１、２樓,02-22710777,牙科
新林牙醫診所,新北市林口區文化三路１段２３９號１、２樓,02-26090901,牙科
新林牙醫診所,臺北市大同區哈密街１１３號,02-25923254,牙科
新柏氏病理中心,新北市中和區中山路２段３４８巷８號５樓,02-22426878,解剖病理科
新格牙醫診所,新北市中和區自立路１８１號,02-29499230,牙科
新格牙醫診所,桃園市八德區介壽路一段926號,03-3669168,牙科
新格牙醫診所,臺南市東區圍下里東榮街５９－１號１樓,06-2357197,牙科
新格牙醫診所,臺南市永康區崑山里大灣路９８６號,06-2716871,牙科
新桐中醫診所,新竹市東區三民里民族路３７號1樓,03-5355152,中醫一般科
新楊梅診所,桃園市楊梅區環東路４７６號１、２樓,03-4856530,精神科
新榮盛中醫診所,新北市板橋區國光路１８５號,02-29669065,中醫一般科
新樹聯合牙醫診所,新北市新莊區建安街９０號１樓,02-22028002,牙科
新欣牙醫診所,臺中市大里區塗城路８２０、８２２及８２４號,04-24939922,牙科
新欣牙醫診所,臺北市中正區濟南路２段６５號２樓,02-23417513,牙科
新欣牙醫診所,臺南市中西區西和路３７號１樓,06-3505754,牙科
新欣牙醫診所,臺南市新化區東榮里復興街２８３號,06-5907985,牙科
新正薪醫院,高雄市前鎮區一心一路２３３號１－４樓,07-9705335,兒科;內科;外科;婦產科;泌尿科
新民中醫診所,嘉義市西區垂楊里新民路７０３號２樓,05-2837170,中醫一般科
新民牙醫診所,嘉義市西區垂楊里新民路８３８號,05-2851179,牙科
新民牙醫診所,臺北市士林區華齡街１４號１樓,02-28815897,牙科
新民診所,嘉義市西區新民路７０１．７０３號,05-2838257,不分科
新永和醫院,桃園市平鎮區延平路一段８１號,03-4220606,內科;外科;復健科;骨科
新泰牙醫診所,臺南市新營區東興路２９１號１樓,06-6335522,牙科
新泰綜合醫院,新北市新莊區新樹路１７６號,02-29962121,兒科;內科;外科;婦產科;復健科;急診醫學科;放射診斷科;泌尿科;眼科;神經科;職業醫學科;骨科;麻醉科
新洋牙醫診所,臺北市南港區東新街８０巷１４弄１號１樓,02-2653-3859,牙科
新活力診所,臺中市沙鹿區中山路４９３之２號１樓,04-26622395,精神科
新浥診所,新北市淡水區新市一路１段１７２號１樓及夾層,02-26237357,外科;家醫科
新海美學牙醫診所,臺中市清水區五權路５９號之１、之２,04-26282055,牙科
新港牙醫診所,嘉義縣新港鄉宮後街１７之２號１樓,05-3747980,家庭牙醫科
新港診所,臺東縣成功鎮中華路３３號,089-850313,不分科
新漾診所,臺中市南區復興路２段１５５－５號１樓,04-22220533,不分科
新潔明牙醫診所,桃園市桃園區中正路１０８０號３樓,03-3550099,牙科
新珉牙醫診所,高雄市左營區曾子路１９號１樓,07-3470016,牙科
新現代牙醫診所,彰化縣秀水鄉安東村中山路３１０號,04-7681174,牙科
新現代牙醫診所,臺北市中山區南京東路１段３４號３樓,02-25641525,牙科
新瑞牙醫診所,新竹縣竹北市光明九路13號及15號1樓,03-5550858,牙科
新生中醫診所,臺北市中山區興安街９１號,02-25178068,中醫一般科
新生中醫診所,雲林縣斗六市六合街９７號,05-5338006,中醫一般科
新生堂中醫診所,新北市中和區新生街１４２號１樓,02-32348277,中醫一般科
新生活復健科診所,新北市三重區重陽路２段６５號１樓２樓３樓及６７號１樓２樓３樓,02-29877567,復健科
新生牙醫診所,嘉義市西區義昌里民生北路９７號１樓,05-2291298,牙科
新生牙醫診所,彰化縣員林市和平里靜修路４８–５號,04-8321186,牙科
新生牙醫診所,桃園市中壢區新生路３０１號,03-4277289,牙科
新生牙醫診所,臺中市南區國光里仁和路２７５號,04-22875153,牙科
新生牙醫診所,高雄市鼓山區忠正里西藏街２８０號,07-5332810,牙科
新生診所,彰化縣田中鎮北路里新生街１３２號１樓,04-8762268,家醫科
新生診所,臺南市白河區白河里中正路３４號１樓,06-6852246,不分科
新生診所,高雄市前鎮區中山二路２３８號,07-3340129,家醫科;神經科
新田牙醫診所,桃園市桃園區同德十街３９號,03-3012898,牙科
新田牙醫診所,高雄市新興區林森一路１８９號１－３樓,07-2357299,牙科
新田診所,臺北市萬華區梧州街６２號１樓,02-23089515,不分科
新田身心診所,桃園市龜山區復興一路２１２巷２５號,03-3187760,精神科
新田身心診所,臺北市中山區復興北路３４４號２樓,02-25000301,精神科
新當代牙醫診所,桃園市中壢區民權路175、177號1-2樓,03-4013176,牙科
新發中醫診所,高雄市楠梓區旗楠路７２６號,07-3513437,中醫一般科
新益牙醫診所,新北市新店區北宜路１段５６號１樓,02-29188647,牙科
新眼光眼科診所,嘉義市西區興業西路１３４號１樓,05-2838989,眼科
新眼光眼科診所,新北市新店區北新路２段１４號,02-29135353,眼科
新眼光眼科診所,臺北市信義區忠孝東路５段５０８之１號及５１８號,02-23460266,眼科
新石津診所,高雄市鳳山區自強二路１１２號,07-7682288,不分科
新社上品牙醫診所,臺中市新社區中和街五段２５號１、２樓,04-25820040,牙科
新社廣濟中醫診所,臺中市新社區中和街四段８８號１樓,04-25823277,中醫一般科
新社華崴牙醫診所,臺中市新社區中和街四段９７號１樓、２樓,04-25826969,牙科
新祐小兒科診所,臺南市新市區大營里大營１３０號之１０,06-5999129,兒科
新神岡復健科診所,臺中市神岡區中山路８６７號１、２樓,04-25632888,復健科
新福安中醫診所,新北市新店區光明街６４號１樓,02-29105657,中醫一般科
新福星診所,新北市中和區中正路７７８之１號１樓及７８０之１號１樓,02-22221327,內科
新福診所,臺中市太平區新福十街１－１號之１，１、２、３、４樓,04-23952945,內科
新禾牙醫診所,臺北市大安區仁愛路３段４９號、４９號地下一層、４９號之１,02-27720750,牙科
新禾美學牙醫診所,高雄市鳳山區過埤里過勇路１０５號１－２樓,07-7969601,牙科
新禾診所,新北市三峽區學成路２３５號１樓,02-86716866,家醫科
新程牙醫診所,彰化縣彰化市文化里中民街６４號,04-7244531,牙科
新立中醫診所,新北市蘆洲區中山二路４６巷１３號,02-22817900,中醫一般科
新竹市北區衛生所,新竹市北區國華街六十九號一樓,03-5353969,不分科
新竹市東區衛生所,新竹市東區民族路４０之２號,03-5236158,不分科
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興,新竹市東區建功里建功二路２８號,03-5719999,中醫一般科;兒科;兒童牙科;外科;婦產科;復健科;急診醫學科;放射診斷科;皮膚科;眼科;神經外科;精神科;耳鼻喉科;解剖病理科;骨科;麻醉科
新竹市香山衛生所,新竹市香山區牛埔里育德街１８８號２樓,03-5388109,不分科
新竹榮民之家醫務室,新竹市北區崧嶺路５７巷４１號,03-5213292,不分科
新竹科學工業園區員工診所,新竹市東區科園里工業東二路２號,03-6669996,不分科;家醫科
新竹縣五峰鄉衛生所,新竹縣五峰鄉大隘村六鄰９９號,03-5851005,外科
新竹縣北埔鄉衛生所,新竹縣北埔鄉北埔街９０號,03-5801677,不分科;兒科
新竹縣寶山鄉衛生所,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,03-5292106,家醫科
新竹縣尖石鄉衛生所,新竹縣尖石鄉嘉樂村２鄰６１號,03-5842356,外科
新竹縣峨眉鄉衛生所,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,03-5800314,家醫科
新竹縣新埔鎮衛生所,新竹縣新埔鎮田新里福德街５３５號,03-5882017,家醫科
新竹縣新豐鄉衛生所,新竹縣新豐鄉重興村萃豐路２１號,03-5591150,不分科
新竹縣橫山鄉衛生所,新竹縣橫山鄉大肚村３鄰新興街１４１巷１０號,03-5932004,不分科
新竹縣湖口鄉衛生所,新竹縣湖口鄉達生路５０６號,03-5992654,不分科;兒科;家醫科
新竹縣竹北市衛生所,新竹縣竹北市光明二街８９號,03-5533381,不分科;家醫科
新竹縣竹東鎮衛生所,新竹縣竹東鎮中正路２２１號,03-5943566,內科;家醫科
新竹縣芎林鄉衛生所,新竹縣芎林鄉文山路５３２號,03-5924787,不分科
新竹縣關西鎮衛生所,新竹縣關西鎮中山路２０７號,03-5872454,不分科
新竹諾貝爾眼科診所,新竹縣竹北市光明六路東一段３０２號１、２樓,03-6579000,眼科
新竹風澤中醫診所,新竹市東區民族路１５７號１樓,03-5335658,中醫一般科
新笙聯合診所,臺中市中區民權路１００號１．３．４Ｆ,04-22226166,內科;家醫科
新綠牙醫診所,新竹縣竹北市文興路一段１８８號１、２樓,03-6588101,牙科
新維恩牙醫診所,新北市永和區民權路８４號１、２樓,02-86682727,牙科
新維牙醫診所,屏東縣屏東市民生路１８０號,08-7335795,牙科
新緻美學牙醫診所,臺北市大同區承德路１段８號５樓之２,02-25560689,牙科
新美佳牙醫診所,臺中市北屯區昌平東六路２３７號１樓,04-24223608,牙科
新美學牙醫診所,新竹市東區新莊里關新路19巷5號,03-6668610,牙科
新美牙醫診所,屏東縣高樹鄉高樹村南興路１４１號,08-7965330,牙科
新美牙醫診所,臺中市大里區東昇里益民路一段７４號,04-24853680,牙科
新美牙醫診所,臺南市永康區中山路２２３號,06-2037792,牙科
新美診所,新竹市香山區香山里大庄路106號,03-5301548,不分科
新聖明診所,高雄市鼓山區鼓山三路５２號１、２樓,07-5313755,不分科
新興小兒科診所,南投縣埔里鎮中山路二段１３５－１號１樓,049-2421280,兒科
新興醫療社團法人新興醫院,臺南市新營區中興路１０號,06-6330011,內科;家醫科;復健科;骨科
新芳牙醫診所,桃園市楊梅區新農街９號１樓,03-4780808,牙科
新芽牙醫診所,臺北市中正區仁愛路２段９２巷７號２樓,02-23410181,牙科
新苑牙醫診所,臺北市大安區和平東路２段２６５巷１２號,02-27097038,牙科
新苑牙醫診所,苗栗縣苑裡鎮中山路298號1樓,037-857055,牙科
新英格蘭診所,臺北市中山區松江路３９６號１樓,02-25966008,不分科
新英診所,新北市鶯歌區鶯桃路５６９號１樓,02-26787790,兒科
新莊光華風澤中醫診所,新北市新莊區龍安路５０３號１樓,02-22067036,中醫一般科
新莊大愛眼科診所,新北市新莊區中正路３３３號１至２樓,02-82015050,眼科
新莊實和復健診所,新北市新莊區昌隆街２３、２５號１、２樓,02-22766200,復健科;骨科
新莊尚品牙醫診所,新北市新莊區復興路２段４５、４７號,02-29980898,牙科
新莊徐耳鼻喉科診所,新北市新莊區中平路３７３號１樓,02-29907505,耳鼻喉科
新莊惠欣婦產科小兒科診所,新北市新莊區建中街７２－１號１、２、３、４樓,02-29902299,兒科;婦產科
新莊新仁診所,新北市新莊區中正路３８７號５－６樓及３８９號６樓,02-82010680,內科
新莊易元堂中醫診所,新北市新莊區幸福路６８０號１樓,02-29936199,中醫一般科
新莊江翠中醫診所,新北市新莊區新泰路１００號１樓,02-29900775,中醫一般科
新莊活力復健診所,新北市新莊區民安西路１６５號、１６７號、１６９號１樓,02-22022277,復健科
新莊睛彩眼科診所,新北市新莊區富國路１７號１樓,02-29013132,眼科
新莊翰林眼科診所,新北市新莊區幸福路５２５號,02-22761010,眼科
新莊至善診所,新北市新莊區公園路５８號１樓,02-29943101,家醫科
新莊英仁醫院,新北市新莊區大觀街４６－２號,02-29916363,不分科;內科;外科;婦產科
新莊葉自強診所,新北市新莊區新泰路５２號（１樓）,02-29941111,家醫科
新莊謝牙醫診所,新北市新莊區昌隆街２１號,02-29967268,牙科
新莊軒琪診所,新北市新莊區富國路１５號１樓、２樓,02-29072366,家醫科
新莊雲天牙醫診所,新北市新莊區中榮街１１２號１樓,02-29989112,牙科
新莊高美泌尿科診所,新北市新莊區幸福路５０９號１樓,02-29910999,泌尿科
新菩提醫院,臺中市大里區中興路２段６２１號,04-24829966,內科;外科;婦產科;家醫科;復健科;神經科
新華南牙醫診所,臺北市松山區延吉街２６號,02-25775255,牙科
新華牙醫診所,新北市新莊區公園路７７號,02-22760898,牙科
新華牙醫診所,臺中市北屯區梅川東路五段２９６號１樓及２樓,04-22473558,牙科
新華田內科診所,高雄市鳳山區曹公路16-4號,07-7999128,內科
新華醫院,高雄市新興區七賢二路９７號地下１層，地上１至４層,07-2876080,內科;復健科
新藝牙醫診所,臺南市安平區華平里慶平路４６３號１、２樓,06-2970888,牙科
新螺安診所,雲林縣西螺鎮中興里中山路５４８號１樓,05-5865566,內科
新視界眼科診所,桃園市八德區介壽路一段886號1樓,03-2180100,眼科
新視界眼科診所,高雄市林園區林園北路２８４號,07-6466119,眼科
新視界診所,新北市三重區三民街２５７號１樓,02-89851020,不分科
新詠康診所,臺北市信義區忠孝東路５段２４２號３樓、２４４號３樓,02-27582678,復健科
新豐上允耳鼻喉科診所,新竹縣新豐鄉明新二街１０９號１樓,03-5571011,耳鼻喉科
新豐杏子中醫診所,基隆市中正區新豐街３７５號,02-24690599,中醫一般科
新豐牙醫診所,基隆市中正區新豐街３２３巷１９號,02-24690701,牙科
新豐美婦產科診所,臺南市歸仁區許厝里中山路一段３２４號１樓,06-2396258,婦產科
新象牙醫診所,新北市泰山區明志路２段３４４號２樓,02-29089202,牙科
新象牙醫診所,臺北市大安區和平東路２段１１１號２樓,02-27086420,牙科
新象牙醫診所,臺南市永康區中灣里大灣路１８０號,06-2724910,牙科
新象眼科診所,新北市板橋區文化路２段３９４號,02-82583730,眼科
新超群牙醫診所,新北市新莊區復興路２段１２２號,02-29938686,牙科
新逢甲婦產科診所,臺中市西屯區逢甲里河南路二段３９０號１．２樓,04-24517466,婦產科
新達骨科診所,高雄市前金區七賢二路４１５號１－２樓,07-2151600,骨科
新邁牙醫診所,高雄市鳳山區鳳甲路４７０之１號１．２樓,07-7929999,牙科
新采牙醫診所,新北市新店區中興路１段２６６－３號１樓,02-86655812,牙科
新銳牙醫診所,臺中市南屯區大墩路５９０號及５９２號（１樓、夾層、２樓）,04-23192009,牙科
新鑫耳鼻喉科診所,臺北市大安區師大路１０５巷１３號１樓,02-23621201,耳鼻喉科
新長安診所,臺北市大安區和平東路３段２２８巷３９號,02-23775056,不分科
新長庚中醫診所,臺北市士林區大東路１７６號,02-28837876,中醫一般科
新長榮牙醫診所,苗栗縣苑裡鎮大同路２２號１樓,037-857666,牙科
新長鴻牙醫診所,臺中市南區臺中路１５０號１樓,04-22852000,牙科
新閱牙醫診所,屏東縣新園鄉仙吉路２１１號２Ｆ,08-8686033,牙科
新陳牙醫診所,臺中市東勢區南平里本街１８７號,04-25876200,牙科
新陽明中醫診所,臺中市北區五權路２３２號６樓,04-22027000,中醫一般科
新陽明診所,臺中市北區五權路２３２號１、２、３、４樓,04-22027000,眼科
新隆中醫診所,桃園市中壢區福德路１２號１樓、２樓,03-4551486,中醫一般科
新隆豐牙醫診所,桃園市中壢區龍東路２３號１樓、２樓,03-4367671,牙科
新雅牙醫診所,基隆市中正區祥豐街１１號,02-24620128,牙科
新雅牙醫診所,彰化縣彰化市曉陽路１３０號,04-7277565,牙科
新雅牙醫診所,新北市中和區忠孝街９９號,02-29408432,牙科
新雨牙醫診所,臺中市南屯區南屯里黎明路一段１１３７號,04-23810332,牙科
新馬偕婦產科診所,臺中市北區頂厝里漢口路四段３２０號,04-22373822,婦產科
新高牙醫診所,彰化縣彰化市光華里中華路１３８號,04-7283379,牙科
新高醫院,高雄市三民區莊敬路２８８號１-９樓,07-3828814,內科;復健科;放射線科;眼科
新高鳳醫院,高雄市鳳山區光遠路３６０號１－７樓,07-7472320,家醫科;復健科;眼科
新鴻牙醫診所,臺南市新市區三舍里大順三路１２５號１樓,06-5055888,牙科
新鴻遠診所,高雄市苓雅區建國一路１１３－２號１樓,07-7229860,內科
新黃診所,屏東縣潮州鎮信義路５３號,08-7881872,不分科
新鼎牙醫診所,臺北市士林區天母西路１１號２樓,02-28717700,牙科
方一強眼科診所,臺北市松山區民生東路４段１０１號２樓,02-87126815,眼科
方世統診所,雲林縣虎尾鎮中正路３２５號,05-6312228,內科;家醫科
方世錝婦產科診所,臺南市中西區民生路一段１１１號,06-2266592,婦產科
方仁牙醫診所,臺北市北投區自強街１３０號,02-28235457,牙科
方內科診所,臺中市西屯區逢甲里河南路二段３６４號,04-24510685,內科
方圓牙醫診所,臺中市沙鹿區中山路４００之１號１樓、２樓及３樓,04-26624396,牙科
方圓牙醫診所,臺北市北投區石牌路２段４５號２樓,02-28224814,牙科
方壽康牙醫診所,高雄市三民區明賢街７１–７３號１Ｆ,07-3497265,牙科
方崇名婦產科診所,臺南市北區公園路６１９號,06-2810123,婦產科
方德涵診所,臺中市北屯區太順路８２號１樓,04-24369555,兒科
方振崑眼科診所,臺南市新市區新市里中正路３１９之２號,06-5990172,眼科
方晨瑋診所,屏東縣九如鄉九塊村九如路二段３５號１樓,08-7393914,不分科
